league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",32,1991,1,0,21,0.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,0,0,1,0.0,0.0,0.0,0.0,0.0,1.96,0.21,2.17,1.96,2.17
ENG-Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,20,2003,23,4,507,5.6,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,5,21,13,0.18,0.18,0.36,0.18,0.36,0.14,0.11,0.25,0.14,0.25
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000,34,34,3059,34.0,3,2,5,3,0,0,9,1,2.0,2.0,1.8,3.7,22,134,10,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11
ENG-Premier League,2425,Crystal Palace,Matheus França,BRA,"MF,FW",20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,3,4,1.64,0.0,1.64,1.64,1.64,0.42,0.0,0.42,0.42,0.42
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,24,2000,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,0.03,0.03,0.06,0.03,0.06,0.1,0.03,0.13,0.1,0.13
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",26,1998,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,4,7,0.0,0.0,0.0,0.0,0.0,0.31,0.04,0.34,0.31,0.34
ENG-Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,19,2005,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.3,0.65,1.3,0.21,0.27,0.48,0.21,0.48
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.0,0.25,0.25,0.25,0.1,0.03,0.14,0.1,0.14
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,24,1999,37,37,3092,34.4,0,5,5,0,0,0,2,0,1.3,1.3,6.4,7.7,63,70,171,0.0,0.15,0.15,0.0,0.15,0.04,0.19,0.22,0.04,0.22
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,29,1995,33,24,2108,23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,20,87,27,0.0,0.13,0.13,0.0,0.13,0.05,0.13,0.18,0.05,0.18
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,31,1993,33,31,2564,28.5,3,2,5,3,0,0,5,1,4.1,4.1,2.4,6.6,42,82,96,0.11,0.07,0.18,0.11,0.18,0.15,0.09,0.23,0.15,0.23
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,22,2001,10,4,334,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,12,2,26,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39,1985,32,19,1875,20.8,1,3,4,1,0,0,7,1,0.3,0.3,2.3,2.6,24,90,32,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12
ENG-Premier League,2425,Everton,Beto,GNB,FW,26,1998,30,15,1534,17.0,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,0.47,0.0,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55
ENG-Premier League,2425,Everton,Carlos Alcaraz,ARG,"FW,MF",21,2002,15,7,764,8.5,2,3,5,2,0,0,4,0,1.7,1.7,1.6,3.4,19,42,21,0.24,0.35,0.59,0.24,0.59,0.2,0.19,0.4,0.2,0.4
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27,1997,26,19,1609,17.9,3,1,4,3,0,0,2,0,6.7,6.7,0.6,7.4,23,20,112,0.17,0.06,0.22,0.17,0.22,0.38,0.04,0.41,0.38,0.41
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",24,1999,21,15,1371,15.2,4,6,10,4,0,0,1,0,1.1,1.1,5.2,6.3,38,69,80,0.26,0.39,0.66,0.26,0.66,0.07,0.34,0.41,0.07,0.41
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,17,2007,3,0,48,0.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.69,0.14,0.82,0.69,0.82
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,34,1989,37,35,3063,34.0,0,3,3,0,0,0,9,0,1.1,1.1,1.7,2.8,27,145,27,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,24,2000,33,29,2430,27.0,9,0,9,7,2,2,3,0,6.2,4.7,1.9,6.5,86,59,122,0.33,0.0,0.33,0.26,0.26,0.23,0.07,0.3,0.17,0.24
ENG-Premier League,2425,Everton,Jack Harrison,ENG,FW,27,1996,34,24,2076,23.1,1,0,1,1,0,0,0,0,3.5,3.5,3.7,7.2,73,51,127,0.04,0.0,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23,2001,20,17,1571,17.5,2,0,2,2,0,0,5,0,0.8,0.8,0.6,1.3,7,50,25,0.11,0.0,0.11,0.11,0.11,0.04,0.03,0.08,0.04,0.08
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23,2001,21,17,1594,17.7,0,1,1,0,0,0,5,0,0.7,0.7,1.4,2.1,15,50,30,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,31,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002,30,28,2511,27.9,0,1,1,0,0,0,4,0,1.2,1.2,0.7,1.9,10,66,2,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.07,0.04,0.07
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,24,2000,25,15,1239,13.8,0,1,1,0,0,0,2,0,2.1,2.1,2.0,4.1,30,25,81,0.0,0.07,0.07,0.0,0.07,0.15,0.15,0.3,0.15,0.3
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30,1994,38,38,3420,38.0,0,1,1,0,0,0,7,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
ENG-Premier League,2425,Everton,Mason Holgate,JAM,"FW,DF",27,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31,1993,14,11,1049,11.7,3,0,3,3,0,0,5,0,0.6,0.6,0.1,0.7,1,14,3,0.26,0.0,0.26,0.26,0.26,0.05,0.01,0.06,0.05,0.06
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,22,2001,10,3,347,3.9,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,6,13,18,0.0,0.26,0.26,0.0,0.26,0.02,0.11,0.13,0.02,0.13
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.0,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,1,11,7,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003,18,5,574,6.4,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,8,15,9,0.0,0.16,0.16,0.0,0.16,0.04,0.03,0.07,0.04,0.07
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999,35,35,3082,34.2,1,2,3,1,0,0,4,0,0.5,0.5,2.6,3.1,33,110,99,0.03,0.06,0.09,0.03,0.09,0.01,0.08,0.09,0.01,0.09
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,"FW,MF",20,2004,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,6,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,4.0,4.0,4.9,8.9,100,68,161,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",28,1996,38,35,2981,33.1,9,6,15,9,0,0,1,0,4.7,4.7,7.0,11.8,144,213,246,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28,1996,33,25,2013,22.4,2,4,6,2,0,1,7,0,3.8,3.0,4.6,7.6,29,104,81,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,DF,26,1997,36,35,3167,35.2,0,10,10,0,0,0,8,0,0.7,0.7,4.2,4.9,118,131,274,0.0,0.28,0.28,0.0,0.28,0.02,0.12,0.14,0.02,0.14
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32,1992,38,38,3420,38.0,0,1,1,0,0,0,5,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24,1999,35,34,3074,34.2,1,0,1,1,0,0,7,0,1.0,1.0,0.1,1.2,39,116,15,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,"MF,FW",29,1995,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6.0,53,126,127,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29,1995,12,0,108,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",27,1997,25,12,1162,12.9,6,1,7,6,0,0,2,0,4.2,4.2,1.1,5.3,22,51,96,0.46,0.08,0.54,0.46,0.54,0.33,0.09,0.41,0.33,0.41
ENG-Premier League,2425,Fulham,Issa Diop,FRA,DF,27,1997,21,15,1339,14.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,6,25,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,MF,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996,29,29,2583,28.7,0,0,0,0,0,0,6,1,1.0,1.0,0.5,1.5,16,112,2,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,24,1999,8,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17,2007,8,1,130,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,9,16,0.0,0.0,0.0,0.0,0.0,0.22,0.3,0.51,0.22,0.51
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28,1995,22,21,1774,19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12
ENG-Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",21,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33,1991,38,30,2494,27.7,12,3,15,9,3,3,4,0,12.0,9.6,3.3,12.9,35,62,125,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,FW,24,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23,2001,31,8,964,10.7,8,1,9,8,0,0,1,0,5.8,5.8,0.7,6.5,6,27,31,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,1.1,2.7,18,22,59,0.62,0.31,0.93,0.62,0.93,0.25,0.17,0.42,0.25,0.42
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26,1998,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.4,0.4,0.6,1.0,29,124,9,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27,1996,30,28,2344,26.0,0,2,2,0,0,0,12,0,1.2,1.2,2.7,3.9,39,98,33,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,28,1995,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.4,0.4,1.2,1.6,17,62,67,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33,1991,25,3,628,7.0,2,0,2,2,0,0,3,1,0.8,0.8,1.1,1.8,18,53,33,0.29,0.0,0.29,0.29,0.29,0.11,0.15,0.26,0.11,0.26
ENG-Premier League,2425,Fulham,Willian,BRA,"FW,MF",35,1988,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,11,40,33,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.28,0.1,0.28
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,10,61,15,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26,1998,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",24,2000,23,14,1354,15.0,1,2,3,1,0,0,5,1,1.1,1.1,1.3,2.3,16,27,33,0.07,0.13,0.2,0.07,0.2,0.07,0.09,0.16,0.07,0.16
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28,1995,18,16,1541,17.1,0,2,2,0,0,0,0,0,1.1,1.1,0.5,1.6,2,42,4,0.0,0.12,0.12,0.0,0.12,0.06,0.03,0.09,0.06,0.09
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,27,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,1.5,1.5,0.7,2.2,13,29,23,0.11,0.11,0.21,0.11,0.21,0.16,0.07,0.23,0.16,0.23
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.0,0.27,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,35,35,3122,34.7,0,2,2,0,0,0,6,0,1.3,1.3,0.5,1.8,3,80,8,0.0,0.06,0.06,0.0,0.06,0.04,0.01,0.05,0.04,0.05
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25,1999,26,5,661,7.3,3,1,4,3,0,0,3,0,2.1,2.1,0.3,2.5,9,13,31,0.41,0.14,0.54,0.41,0.54,0.29,0.05,0.34,0.29,0.34
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",23,2000,32,12,1181,13.1,0,4,4,0,0,0,2,0,1.2,1.2,2.3,3.5,39,44,57,0.0,0.3,0.3,0.0,0.3,0.09,0.17,0.26,0.09,0.26
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,25,25,2205,24.5,1,0,1,1,0,0,5,0,1.3,1.3,0.3,1.6,11,69,11,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",22,2002,10,5,474,5.3,2,0,2,2,0,0,1,0,2.0,2.0,0.2,2.2,13,10,36,0.38,0.0,0.38,0.38,0.38,0.37,0.05,0.42,0.37,0.42
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24,1999,30,25,1959,21.8,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.5,26,59,20,0.05,0.05,0.09,0.05,0.09,0.03,0.04,0.07,0.03,0.07
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",20,2004,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,23,28,44,0.21,0.31,0.52,0.21,0.52,0.18,0.14,0.32,0.18,0.32
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,19,14,1237,13.7,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.7,4,51,4,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24,2000,33,32,2743,30.5,1,2,3,1,0,0,5,1,1.0,1.0,4.9,5.8,52,59,137,0.03,0.07,0.1,0.03,0.1,0.03,0.16,0.19,0.03,0.19
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21,2003,37,32,2593,28.8,12,2,14,10,2,2,12,0,9.3,7.8,1.9,9.7,61,30,110,0.42,0.07,0.49,0.35,0.42,0.32,0.07,0.39,0.27,0.34
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25,1998,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,28,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,31,1992,11,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",26,1998,18,7,702,7.8,2,0,2,2,0,0,1,0,1.7,1.7,0.7,2.4,20,14,33,0.26,0.0,0.26,0.26,0.26,0.22,0.09,0.31,0.22,0.31
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",20,2003,31,30,2583,28.7,3,2,5,3,0,0,5,0,2.9,2.9,3.5,6.4,97,75,159,0.1,0.07,0.17,0.1,0.17,0.1,0.12,0.22,0.1,0.22
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32,1991,33,31,2751,30.6,1,1,2,1,0,0,10,0,0.4,0.4,1.2,1.6,22,120,13,0.03,0.03,0.07,0.03,0.07,0.01,0.04,0.05,0.01,0.05
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,19,47,0.36,0.0,0.36,0.36,0.36,0.31,0.02,0.33,0.31,0.33
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",29,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.6,2.2,38,8,65,0.0,0.1,0.1,0.0,0.1,0.05,0.16,0.21,0.05,0.21
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31
